,age,gender,q3,continente,q4,q6,q21,q22,q39
1915,50-54,Man,Malaysia,Asia,Doctoral degree,I have never written code,0-49 employees,3-4,
1916,22-24,Man,Bangladesh,Asia,Bachelor’s degree,3-5 years,0-49 employees,0,GitHub
1916,22-24,Man,Bangladesh,Asia,Bachelor’s degree,3-5 years,0-49 employees,0,Personal blog
1916,22-24,Man,Bangladesh,Asia,Bachelor’s degree,3-5 years,0-49 employees,0,Kaggle
1917,25-29,Woman,Philippines,Asia,Master’s degree,5-10 years,250-999 employees,5-9,
1918,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,"1000-9,999 employees",1-2,
1919,25-29,Man,Peru,América del Sur,Bachelor’s degree,< 1 years,0-49 employees,0,I do not share my work publicly
1920,30-34,Woman,Philippines,Asia,Master’s degree,5-10 years,0-49 employees,1-2,Personal blog
1920,30-34,Woman,Philippines,Asia,Master’s degree,5-10 years,0-49 employees,1-2,Kaggle
1921,30-34,Man,India,Asia,Master’s degree,< 1 years,0-49 employees,1-2,I do not share my work publicly
1922,40-44,Man,United States of America,América del Norte,Master’s degree,5-10 years,250-999 employees,1-2,
1923,18-21,Woman,India,Asia,Bachelor’s degree,1-3 years,50-249 employees,3-4,
1924,35-39,Man,Turkey,África,Master’s degree,3-5 years,0-49 employees,3-4,I do not share my work publicly
1925,18-21,Man,India,Asia,Master’s degree,< 1 years,,,
1926,25-29,Man,Nigeria,África,Master’s degree,3-5 years,250-999 employees,1-2,
1927,25-29,Man,Nigeria,África,Bachelor’s degree,1-3 years,0-49 employees,3-4,GitHub
1927,25-29,Man,Nigeria,África,Bachelor’s degree,1-3 years,0-49 employees,3-4,Kaggle
1927,25-29,Man,Nigeria,África,Bachelor’s degree,1-3 years,0-49 employees,3-4,Colab
1928,30-34,Man,United States of America,América del Norte,Master’s degree,3-5 years,"10,000 or more employees",20+,Plotly Dash
1928,30-34,Man,United States of America,América del Norte,Master’s degree,3-5 years,"10,000 or more employees",20+,GitHub
1928,30-34,Man,United States of America,América del Norte,Master’s degree,3-5 years,"10,000 or more employees",20+,Personal blog
1929,25-29,Man,Taiwan,Asia,Master’s degree,1-3 years,0-49 employees,1-2,
1930,40-44,Man,Spain,Europa,Master’s degree,10-20 years,"1000-9,999 employees",1-2,I do not share my work publicly
1931,22-24,Woman,Taiwan,Asia,Bachelor’s degree,1-3 years,250-999 employees,5-9,I do not share my work publicly
1932,35-39,Man,United States of America,América del Norte,Master’s degree,20+ years,250-999 employees,10-14,GitHub
1932,35-39,Man,United States of America,América del Norte,Master’s degree,20+ years,250-999 employees,10-14,Personal blog
1932,35-39,Man,United States of America,América del Norte,Master’s degree,20+ years,250-999 employees,10-14,Shiny
1933,22-24,Man,Bangladesh,Asia,Bachelor’s degree,< 1 years,0-49 employees,0,
1934,25-29,Man,India,Asia,Master’s degree,< 1 years,250-999 employees,0,I do not share my work publicly
1935,25-29,Man,Kazakhstan,Asia,Bachelor’s degree,1-3 years,"1000-9,999 employees",5-9,
1936,55-59,Man,United States of America,América del Norte,Master’s degree,5-10 years,"1000-9,999 employees",3-4,I do not share my work publicly
1937,22-24,Woman,Russia,Asia,Bachelor’s degree,1-3 years,0-49 employees,10-14,GitHub
1938,22-24,Man,Turkey,África,Some college/university study without earning a bachelor’s degree,1-3 years,0-49 employees,1-2,
1939,30-34,Man,Pakistan,Asia,Master’s degree,< 1 years,0-49 employees,1-2,
1940,22-24,Woman,United States of America,América del Norte,Bachelor’s degree,1-3 years,"10,000 or more employees",1-2,
1941,25-29,Man,United States of America,América del Norte,Bachelor’s degree,< 1 years,50-249 employees,3-4,
1942,45-49,Man,China,Asia,Master’s degree,3-5 years,50-249 employees,0,I do not share my work publicly
1943,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,"1000-9,999 employees",20+,I do not share my work publicly
1944,25-29,Man,India,Asia,Master’s degree,3-5 years,"1000-9,999 employees",10-14,I do not share my work publicly
1945,35-39,Man,Other,,Some college/university study without earning a bachelor’s degree,< 1 years,50-249 employees,1-2,I do not share my work publicly
1946,18-21,Woman,India,Asia,Master’s degree,1-3 years,"10,000 or more employees",20+,
1947,35-39,Man,Singapore,Asia,Bachelor’s degree,5-10 years,"1000-9,999 employees",1-2,
1948,22-24,Man,India,Asia,Bachelor’s degree,< 1 years,0-49 employees,1-2,Other
1949,18-21,Man,France,Europa,Master’s degree,< 1 years,0-49 employees,0,GitHub
1950,25-29,Man,Poland,Europa,Master’s degree,1-3 years,50-249 employees,3-4,
1951,55-59,Man,United States of America,América del Norte,Some college/university study without earning a bachelor’s degree,10-20 years,0-49 employees,1-2,I do not share my work publicly
1952,30-34,Man,Germany,Europa,Some college/university study without earning a bachelor’s degree,3-5 years,"10,000 or more employees",20+,
1953,25-29,Woman,Russia,Asia,Bachelor’s degree,< 1 years,0-49 employees,1-2,
1954,40-44,Man,Japan,Asia,Master’s degree,10-20 years,50-249 employees,1-2,
1955,30-34,Man,India,Asia,Master’s degree,5-10 years,"10,000 or more employees",0,
1956,22-24,Man,Brazil,América del Sur,Bachelor’s degree,< 1 years,50-249 employees,20+,I do not share my work publicly
1957,22-24,Man,Egypt,África,No formal education past high school,1-3 years,0-49 employees,0,
1958,25-29,Man,Iraq,Asia,Doctoral degree,1-3 years,"1000-9,999 employees",0,
1959,25-29,Woman,South Korea,Asia,Bachelor’s degree,< 1 years,250-999 employees,20+,I do not share my work publicly
1960,25-29,Man,China,Asia,Master’s degree,3-5 years,0-49 employees,1-2,GitHub
1961,18-21,Man,Indonesia,Asia,Bachelor’s degree,I have never written code,"1000-9,999 employees",5-9,
1962,25-29,Man,Russia,Asia,Master’s degree,5-10 years,"1000-9,999 employees",10-14,NBViewer
1962,25-29,Man,Russia,Asia,Master’s degree,5-10 years,"1000-9,999 employees",10-14,Colab
1963,25-29,Man,Sri Lanka,Asia,Master’s degree,3-5 years,"1000-9,999 employees",20+,
1964,22-24,Man,Kenya,África,Bachelor’s degree,< 1 years,"1000-9,999 employees",20+,
1965,70+,Man,United States of America,América del Norte,Master’s degree,20+ years,"1000-9,999 employees",10-14,GitHub
1966,18-21,Man,China,Asia,Bachelor’s degree,3-5 years,50-249 employees,3-4,GitHub
1967,30-34,Man,United States of America,América del Norte,Master’s degree,1-3 years,0-49 employees,5-9,
1968,35-39,Man,United States of America,América del Norte,Bachelor’s degree,I have never written code,"10,000 or more employees",3-4,
1969,40-44,Man,Australia,Oceanía,Some college/university study without earning a bachelor’s degree,3-5 years,"1000-9,999 employees",15-19,Colab
1970,22-24,Man,India,Asia,Bachelor’s degree,1-3 years,,,
1971,40-44,Man,Mexico,América del Sur,Master’s degree,3-5 years,0-49 employees,3-4,I do not share my work publicly
1972,50-54,Man,India,Asia,Bachelor’s degree,I have never written code,"10,000 or more employees",0,
1973,25-29,Woman,South Korea,Asia,Bachelor’s degree,< 1 years,0-49 employees,1-2,GitHub
1974,45-49,Prefer not to say,United States of America,América del Norte,I prefer not to answer,10-20 years,,,
1975,22-24,Man,Egypt,África,Bachelor’s degree,3-5 years,,,
1976,30-34,Woman,India,Asia,Master’s degree,5-10 years,"10,000 or more employees",15-19,GitHub
1976,30-34,Woman,India,Asia,Master’s degree,5-10 years,"10,000 or more employees",15-19,Kaggle
1977,25-29,Man,India,Asia,Master’s degree,1-3 years,"10,000 or more employees",3-4,
1978,25-29,Man,Kenya,África,Bachelor’s degree,3-5 years,,,
1979,50-54,Woman,United States of America,América del Norte,Bachelor’s degree,< 1 years,250-999 employees,0,GitHub
1979,50-54,Woman,United States of America,América del Norte,Bachelor’s degree,< 1 years,250-999 employees,0,Kaggle
1980,25-29,Woman,India,Asia,Bachelor’s degree,< 1 years,"10,000 or more employees",1-2,I do not share my work publicly
1981,45-49,Man,Canada,América del Norte,Master’s degree,3-5 years,250-999 employees,20+,
1982,50-54,Man,United States of America,América del Norte,Master’s degree,10-20 years,"10,000 or more employees",20+,I do not share my work publicly
1983,18-21,Man,Egypt,África,Some college/university study without earning a bachelor’s degree,1-3 years,,,
1984,22-24,Woman,Belarus,Europa,Master’s degree,1-3 years,50-249 employees,5-9,GitHub
1985,18-21,Man,Egypt,África,Some college/university study without earning a bachelor’s degree,1-3 years,0-49 employees,0,I do not share my work publicly
1986,25-29,Man,Japan,Asia,Bachelor’s degree,3-5 years,,,
1987,40-44,Man,Australia,Oceanía,Doctoral degree,10-20 years,"10,000 or more employees",20+,I do not share my work publicly
1988,22-24,Man,Taiwan,Asia,Master’s degree,1-3 years,250-999 employees,1-2,I do not share my work publicly
1989,60-69,Man,Japan,Asia,Bachelor’s degree,1-3 years,0-49 employees,10-14,GitHub
1989,60-69,Man,Japan,Asia,Bachelor’s degree,1-3 years,0-49 employees,10-14,Kaggle
1990,35-39,Man,India,Asia,Master’s degree,1-3 years,0-49 employees,1-2,GitHub
1990,35-39,Man,India,Asia,Master’s degree,1-3 years,0-49 employees,1-2,Personal blog
1990,35-39,Man,India,Asia,Master’s degree,1-3 years,0-49 employees,1-2,Kaggle
1990,35-39,Man,India,Asia,Master’s degree,1-3 years,0-49 employees,1-2,Colab
1991,25-29,Man,Turkey,África,Master’s degree,5-10 years,0-49 employees,1-2,
1992,40-44,Man,Italy,Europa,Master’s degree,5-10 years,50-249 employees,1-2,
1993,25-29,Man,India,Asia,Master’s degree,< 1 years,"10,000 or more employees",20+,I do not share my work publicly
1994,22-24,Man,Brazil,América del Sur,Some college/university study without earning a bachelor’s degree,3-5 years,"1000-9,999 employees",20+,GitHub
1994,22-24,Man,Brazil,América del Sur,Some college/university study without earning a bachelor’s degree,3-5 years,"1000-9,999 employees",20+,Kaggle
1995,35-39,Man,Egypt,África,Bachelor’s degree,< 1 years,50-249 employees,0,
1996,35-39,Woman,India,Asia,Bachelor’s degree,3-5 years,50-249 employees,0,
1997,22-24,Man,India,Asia,Bachelor’s degree,I have never written code,50-249 employees,1-2,
1998,25-29,Woman,Brazil,América del Sur,Bachelor’s degree,1-3 years,"10,000 or more employees",20+,
1999,25-29,Man,Turkey,África,Master’s degree,1-3 years,50-249 employees,5-9,Kaggle
1999,25-29,Man,Turkey,África,Master’s degree,1-3 years,50-249 employees,5-9,Shiny
2000,30-34,Man,Russia,Asia,Master’s degree,3-5 years,"1000-9,999 employees",5-9,GitHub
2000,30-34,Man,Russia,Asia,Master’s degree,3-5 years,"1000-9,999 employees",5-9,Kaggle
2000,30-34,Man,Russia,Asia,Master’s degree,3-5 years,"1000-9,999 employees",5-9,Colab
2001,22-24,Man,Portugal,Europa,Master’s degree,1-3 years,0-49 employees,0,I do not share my work publicly
2002,35-39,Woman,Portugal,Europa,Doctoral degree,10-20 years,"1000-9,999 employees",3-4,
2003,22-24,Man,Colombia,América del Sur,Bachelor’s degree,3-5 years,"1000-9,999 employees",5-9,GitHub
2003,22-24,Man,Colombia,América del Sur,Bachelor’s degree,3-5 years,"1000-9,999 employees",5-9,Colab
2004,35-39,Woman,United States of America,América del Norte,Master’s degree,1-3 years,250-999 employees,3-4,Kaggle
2005,45-49,Man,France,Europa,Master’s degree,1-3 years,,,
2006,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,0-49 employees,0,
2007,22-24,Man,Russia,Asia,Master’s degree,1-3 years,"1000-9,999 employees",1-2,GitHub
2008,30-34,Man,China,Asia,Doctoral degree,3-5 years,"1000-9,999 employees",10-14,I do not share my work publicly
2009,22-24,Man,South Korea,Asia,Some college/university study without earning a bachelor’s degree,< 1 years,0-49 employees,1-2,
2010,25-29,Man,Japan,Asia,No formal education past high school,1-3 years,250-999 employees,1-2,Kaggle
2011,50-54,Man,Russia,Asia,Master’s degree,10-20 years,50-249 employees,5-9,I do not share my work publicly
2012,25-29,Man,United States of America,América del Norte,Bachelor’s degree,1-3 years,"10,000 or more employees",20+,GitHub
2012,25-29,Man,United States of America,América del Norte,Bachelor’s degree,1-3 years,"10,000 or more employees",20+,Personal blog
2013,35-39,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Some college/university study without earning a bachelor’s degree,10-20 years,"1000-9,999 employees",20+,
2014,45-49,Man,Brazil,América del Sur,Master’s degree,20+ years,250-999 employees,1-2,
2015,22-24,Man,Pakistan,Asia,Master’s degree,1-3 years,0-49 employees,10-14,
2016,25-29,Man,Japan,Asia,Master’s degree,3-5 years,"10,000 or more employees",20+,
2017,22-24,Woman,Viet Nam,Asia,Master’s degree,< 1 years,"1000-9,999 employees",20+,I do not share my work publicly
2018,30-34,Man,Australia,Oceanía,Master’s degree,3-5 years,0-49 employees,,
2019,30-34,Man,India,Asia,Bachelor’s degree,I have never written code,0-49 employees,1-2,
2020,18-21,Man,Pakistan,Asia,Bachelor’s degree,3-5 years,,,
2021,25-29,Man,Peru,América del Sur,Master’s degree,1-3 years,250-999 employees,5-9,
2022,22-24,Woman,India,Asia,Master’s degree,1-3 years,250-999 employees,5-9,
2023,45-49,Woman,India,Asia,Doctoral degree,20+ years,,,
2024,25-29,Man,China,Asia,Bachelor’s degree,3-5 years,0-49 employees,0,
2025,22-24,Man,India,Asia,Master’s degree,I have never written code,"10,000 or more employees",20+,
2026,25-29,Woman,India,Asia,Master’s degree,5-10 years,"10,000 or more employees",3-4,Kaggle
2026,25-29,Woman,India,Asia,Master’s degree,5-10 years,"10,000 or more employees",3-4,Colab
2027,35-39,Man,Germany,Europa,Doctoral degree,1-3 years,0-49 employees,0,
2028,25-29,Man,India,Asia,Some college/university study without earning a bachelor’s degree,< 1 years,50-249 employees,5-9,
2029,22-24,Woman,Russia,Asia,Bachelor’s degree,1-3 years,0-49 employees,5-9,
2030,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,250-999 employees,3-4,GitHub
2030,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,250-999 employees,3-4,Kaggle
2030,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,250-999 employees,3-4,Colab
2031,25-29,Woman,South Korea,Asia,I prefer not to answer,1-3 years,0-49 employees,1-2,
2032,25-29,Man,United States of America,América del Norte,Bachelor’s degree,< 1 years,,,
2033,30-34,Man,Nigeria,África,Bachelor’s degree,< 1 years,0-49 employees,5-9,GitHub
2033,30-34,Man,Nigeria,África,Bachelor’s degree,< 1 years,0-49 employees,5-9,Kaggle
2034,22-24,Man,India,Asia,Bachelor’s degree,1-3 years,,,
2035,25-29,Man,Italy,Europa,Master’s degree,3-5 years,250-999 employees,0,Kaggle
2036,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,0-49 employees,10-14,
2037,40-44,Man,Brazil,América del Sur,Master’s degree,< 1 years,"10,000 or more employees",20+,
2038,40-44,Man,Egypt,África,Bachelor’s degree,I have never written code,0-49 employees,1-2,
2039,18-21,Man,Ukraine,Europa,I prefer not to answer,1-3 years,0-49 employees,1-2,
2040,25-29,Woman,Nigeria,África,Bachelor’s degree,1-3 years,50-249 employees,10-14,GitHub
2041,25-29,Woman,United States of America,América del Norte,Doctoral degree,5-10 years,"1000-9,999 employees",20+,I do not share my work publicly
2042,25-29,Man,Other,,Bachelor’s degree,< 1 years,50-249 employees,5-9,
2043,30-34,Man,Japan,Asia,Bachelor’s degree,1-3 years,"1000-9,999 employees",20+,Kaggle
2044,22-24,Man,India,Asia,Master’s degree,1-3 years,"10,000 or more employees",20+,GitHub
2044,22-24,Man,India,Asia,Master’s degree,1-3 years,"10,000 or more employees",20+,Kaggle
2044,22-24,Man,India,Asia,Master’s degree,1-3 years,"10,000 or more employees",20+,Colab
2045,22-24,Man,Nigeria,África,Bachelor’s degree,< 1 years,50-249 employees,1-2,
2046,25-29,Woman,Indonesia,Asia,Master’s degree,1-3 years,0-49 employees,0,
2047,35-39,Man,France,Europa,Master’s degree,3-5 years,0-49 employees,0,
2048,45-49,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Master’s degree,20+ years,"1000-9,999 employees",5-9,I do not share my work publicly
2049,18-21,Woman,China,Asia,Master’s degree,1-3 years,0-49 employees,3-4,GitHub
2050,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,0-49 employees,0,
2051,50-54,Man,Japan,Asia,Bachelor’s degree,1-3 years,50-249 employees,0,I do not share my work publicly
2052,25-29,Woman,Spain,Europa,Bachelor’s degree,< 1 years,50-249 employees,1-2,
2053,25-29,Woman,India,Asia,Bachelor’s degree,3-5 years,"10,000 or more employees",20+,
2054,25-29,Man,Russia,Asia,Bachelor’s degree,3-5 years,"10,000 or more employees",20+,I do not share my work publicly
2055,22-24,Woman,Ukraine,Europa,Master’s degree,3-5 years,0-49 employees,1-2,GitHub
2056,35-39,Woman,United States of America,América del Norte,Master’s degree,5-10 years,250-999 employees,3-4,GitHub
2056,35-39,Woman,United States of America,América del Norte,Master’s degree,5-10 years,250-999 employees,3-4,Personal blog
2056,35-39,Woman,United States of America,América del Norte,Master’s degree,5-10 years,250-999 employees,3-4,Kaggle
2056,35-39,Woman,United States of America,América del Norte,Master’s degree,5-10 years,250-999 employees,3-4,Colab
2057,25-29,Man,China,Asia,Master’s degree,3-5 years,"1000-9,999 employees",20+,GitHub
2057,25-29,Man,China,Asia,Master’s degree,3-5 years,"1000-9,999 employees",20+,Kaggle
2058,25-29,Woman,United States of America,América del Norte,Master’s degree,1-3 years,0-49 employees,1-2,GitHub
