,age,gender,q3,continente,q4,q6,q8,q21,q22,q34
1938,22-24,Man,Turkey,África,Some college/university study without earning a bachelor’s degree,1-3 years,Python,0-49 employees,1-2,
1939,30-34,Man,Pakistan,Asia,Master’s degree,< 1 years,Python,0-49 employees,1-2,
1940,22-24,Woman,United States of America,América del Norte,Bachelor’s degree,1-3 years,MATLAB,"10,000 or more employees",1-2,
1941,25-29,Man,United States of America,América del Norte,Bachelor’s degree,< 1 years,SQL,50-249 employees,3-4,
1942,45-49,Man,China,Asia,Master’s degree,3-5 years,Python,50-249 employees,0, Tableau
1943,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,Python,"1000-9,999 employees",20+, Google Data Studio
1944,25-29,Man,India,Asia,Master’s degree,3-5 years,Python,"1000-9,999 employees",10-14, Qlik
1945,35-39,Man,Other,,Some college/university study without earning a bachelor’s degree,< 1 years,SQL,50-249 employees,1-2, Google Data Studio
1945,35-39,Man,Other,,Some college/university study without earning a bachelor’s degree,< 1 years,SQL,50-249 employees,1-2, Tableau
1946,18-21,Woman,India,Asia,Master’s degree,1-3 years,Python,"10,000 or more employees",20+,
1947,35-39,Man,Singapore,Asia,Bachelor’s degree,5-10 years,Python,"1000-9,999 employees",1-2,
1948,22-24,Man,India,Asia,Bachelor’s degree,< 1 years,Python,0-49 employees,1-2, Other
1949,18-21,Man,France,Europa,Master’s degree,< 1 years,Python,0-49 employees,0, None
1950,25-29,Man,Poland,Europa,Master’s degree,1-3 years,Python,50-249 employees,3-4,
1951,55-59,Man,United States of America,América del Norte,Some college/university study without earning a bachelor’s degree,10-20 years,Python,0-49 employees,1-2, None
1952,30-34,Man,Germany,Europa,Some college/university study without earning a bachelor’s degree,3-5 years,Python,"10,000 or more employees",20+,
1953,25-29,Woman,Russia,Asia,Bachelor’s degree,< 1 years,Python,0-49 employees,1-2,
1954,40-44,Man,Japan,Asia,Master’s degree,10-20 years,Python,50-249 employees,1-2,
1955,30-34,Man,India,Asia,Master’s degree,5-10 years,Python,"10,000 or more employees",0,
1956,22-24,Man,Brazil,América del Sur,Bachelor’s degree,< 1 years,Python,50-249 employees,20+, Other
1957,22-24,Man,Egypt,África,No formal education past high school,1-3 years,Python,0-49 employees,0,
1958,25-29,Man,Iraq,Asia,Doctoral degree,1-3 years,Python,"1000-9,999 employees",0,
1959,25-29,Woman,South Korea,Asia,Bachelor’s degree,< 1 years,R,250-999 employees,20+, None
1960,25-29,Man,China,Asia,Master’s degree,3-5 years,Python,0-49 employees,1-2, None
1961,18-21,Man,Indonesia,Asia,Bachelor’s degree,I have never written code,,"1000-9,999 employees",5-9,
1962,25-29,Man,Russia,Asia,Master’s degree,5-10 years,SQL,"1000-9,999 employees",10-14, Microsoft Power BI
1962,25-29,Man,Russia,Asia,Master’s degree,5-10 years,SQL,"1000-9,999 employees",10-14, Google Data Studio
1962,25-29,Man,Russia,Asia,Master’s degree,5-10 years,SQL,"1000-9,999 employees",10-14, Tableau
1962,25-29,Man,Russia,Asia,Master’s degree,5-10 years,SQL,"1000-9,999 employees",10-14, Tableau CRM
1963,25-29,Man,Sri Lanka,Asia,Master’s degree,3-5 years,SQL,"1000-9,999 employees",20+,
1964,22-24,Man,Kenya,África,Bachelor’s degree,< 1 years,Python,"1000-9,999 employees",20+,
1965,70+,Man,United States of America,América del Norte,Master’s degree,20+ years,Python,"1000-9,999 employees",10-14, None
1966,18-21,Man,China,Asia,Bachelor’s degree,3-5 years,Python,50-249 employees,3-4, Other
1967,30-34,Man,United States of America,América del Norte,Master’s degree,1-3 years,Bash,0-49 employees,5-9,
1968,35-39,Man,United States of America,América del Norte,Bachelor’s degree,I have never written code,,"10,000 or more employees",3-4,
1969,40-44,Man,Australia,Oceanía,Some college/university study without earning a bachelor’s degree,3-5 years,C,"1000-9,999 employees",15-19, Microsoft Power BI
1970,22-24,Man,India,Asia,Bachelor’s degree,1-3 years,Python,,,
1971,40-44,Man,Mexico,América del Sur,Master’s degree,3-5 years,R,0-49 employees,3-4, Google Data Studio
1972,50-54,Man,India,Asia,Bachelor’s degree,I have never written code,,"10,000 or more employees",0,
1973,25-29,Woman,South Korea,Asia,Bachelor’s degree,< 1 years,Python,0-49 employees,1-2, Google Data Studio
1973,25-29,Woman,South Korea,Asia,Bachelor’s degree,< 1 years,Python,0-49 employees,1-2, TIBCO Spotfire
1974,45-49,Prefer not to say,United States of America,América del Norte,I prefer not to answer,10-20 years,Python,,,
1975,22-24,Man,Egypt,África,Bachelor’s degree,3-5 years,Python,,,
1976,30-34,Woman,India,Asia,Master’s degree,5-10 years,SQL,"10,000 or more employees",15-19, None
1977,25-29,Man,India,Asia,Master’s degree,1-3 years,Python,"10,000 or more employees",3-4,
1978,25-29,Man,Kenya,África,Bachelor’s degree,3-5 years,Python,,,
1979,50-54,Woman,United States of America,América del Norte,Bachelor’s degree,< 1 years,R,250-999 employees,0, Tableau
1980,25-29,Woman,India,Asia,Bachelor’s degree,< 1 years,SQL,"10,000 or more employees",1-2, Microsoft Power BI
1981,45-49,Man,Canada,América del Norte,Master’s degree,3-5 years,Python,250-999 employees,20+,
1982,50-54,Man,United States of America,América del Norte,Master’s degree,10-20 years,SQL,"10,000 or more employees",20+, Tableau
1982,50-54,Man,United States of America,América del Norte,Master’s degree,10-20 years,SQL,"10,000 or more employees",20+, Other
1983,18-21,Man,Egypt,África,Some college/university study without earning a bachelor’s degree,1-3 years,Python,,,
1984,22-24,Woman,Belarus,Europa,Master’s degree,1-3 years,Python,50-249 employees,5-9, Tableau
1985,18-21,Man,Egypt,África,Some college/university study without earning a bachelor’s degree,1-3 years,Python,0-49 employees,0, None
1986,25-29,Man,Japan,Asia,Bachelor’s degree,3-5 years,SQL,,,
1987,40-44,Man,Australia,Oceanía,Doctoral degree,10-20 years,Python,"10,000 or more employees",20+, Qlik
1988,22-24,Man,Taiwan,Asia,Master’s degree,1-3 years,Python,250-999 employees,1-2, Microsoft Power BI
1989,60-69,Man,Japan,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,10-14, None
1990,35-39,Man,India,Asia,Master’s degree,1-3 years,Python,0-49 employees,1-2, Microsoft Power BI
1990,35-39,Man,India,Asia,Master’s degree,1-3 years,Python,0-49 employees,1-2, Tableau
1990,35-39,Man,India,Asia,Master’s degree,1-3 years,Python,0-49 employees,1-2, Salesforce
1990,35-39,Man,India,Asia,Master’s degree,1-3 years,Python,0-49 employees,1-2, Tableau CRM
1991,25-29,Man,Turkey,África,Master’s degree,5-10 years,Python,0-49 employees,1-2,
1992,40-44,Man,Italy,Europa,Master’s degree,5-10 years,Python,50-249 employees,1-2,
1993,25-29,Man,India,Asia,Master’s degree,< 1 years,Python,"10,000 or more employees",20+, None
1994,22-24,Man,Brazil,América del Sur,Some college/university study without earning a bachelor’s degree,3-5 years,R,"1000-9,999 employees",20+, Tableau
1995,35-39,Man,Egypt,África,Bachelor’s degree,< 1 years,Python,50-249 employees,0,
1996,35-39,Woman,India,Asia,Bachelor’s degree,3-5 years,Python,50-249 employees,0,
1997,22-24,Man,India,Asia,Bachelor’s degree,I have never written code,,50-249 employees,1-2,
1998,25-29,Woman,Brazil,América del Sur,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",20+, None
1999,25-29,Man,Turkey,África,Master’s degree,1-3 years,R,50-249 employees,5-9, Google Data Studio
1999,25-29,Man,Turkey,África,Master’s degree,1-3 years,R,50-249 employees,5-9, Tableau
2000,30-34,Man,Russia,Asia,Master’s degree,3-5 years,Python,"1000-9,999 employees",5-9, None
2001,22-24,Man,Portugal,Europa,Master’s degree,1-3 years,Python,0-49 employees,0, None
2002,35-39,Woman,Portugal,Europa,Doctoral degree,10-20 years,Python,"1000-9,999 employees",3-4,
2003,22-24,Man,Colombia,América del Sur,Bachelor’s degree,3-5 years,Python,"1000-9,999 employees",5-9, Microsoft Power BI
2004,35-39,Woman,United States of America,América del Norte,Master’s degree,1-3 years,Python,250-999 employees,3-4, Qlik
2004,35-39,Woman,United States of America,América del Norte,Master’s degree,1-3 years,Python,250-999 employees,3-4, Thoughtspot 
2005,45-49,Man,France,Europa,Master’s degree,1-3 years,Python,,,
2006,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,Python,0-49 employees,0,
2007,22-24,Man,Russia,Asia,Master’s degree,1-3 years,Python,"1000-9,999 employees",1-2, Microsoft Power BI
2007,22-24,Man,Russia,Asia,Master’s degree,1-3 years,Python,"1000-9,999 employees",1-2, Tableau
2008,30-34,Man,China,Asia,Doctoral degree,3-5 years,R,"1000-9,999 employees",10-14, None
2009,22-24,Man,South Korea,Asia,Some college/university study without earning a bachelor’s degree,< 1 years,Python,0-49 employees,1-2,
2010,25-29,Man,Japan,Asia,No formal education past high school,1-3 years,Python,250-999 employees,1-2, Microsoft Power BI
2011,50-54,Man,Russia,Asia,Master’s degree,10-20 years,R,50-249 employees,5-9,Amazon QuickSight
2011,50-54,Man,Russia,Asia,Master’s degree,10-20 years,R,50-249 employees,5-9, Qlik
2011,50-54,Man,Russia,Asia,Master’s degree,10-20 years,R,50-249 employees,5-9, Sisense 
2012,25-29,Man,United States of America,América del Norte,Bachelor’s degree,1-3 years,SQL,"10,000 or more employees",20+, Google Data Studio
2012,25-29,Man,United States of America,América del Norte,Bachelor’s degree,1-3 years,SQL,"10,000 or more employees",20+, Tableau
2013,35-39,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Some college/university study without earning a bachelor’s degree,10-20 years,Python,"1000-9,999 employees",20+,
2014,45-49,Man,Brazil,América del Sur,Master’s degree,20+ years,Python,250-999 employees,1-2,
2015,22-24,Man,Pakistan,Asia,Master’s degree,1-3 years,Python,0-49 employees,10-14,
2016,25-29,Man,Japan,Asia,Master’s degree,3-5 years,Python,"10,000 or more employees",20+,
2017,22-24,Woman,Viet Nam,Asia,Master’s degree,< 1 years,SQL,"1000-9,999 employees",20+, Google Data Studio
2018,30-34,Man,Australia,Oceanía,Master’s degree,3-5 years,Python,0-49 employees,,
2019,30-34,Man,India,Asia,Bachelor’s degree,I have never written code,,0-49 employees,1-2,
2020,18-21,Man,Pakistan,Asia,Bachelor’s degree,3-5 years,Python,,,
2021,25-29,Man,Peru,América del Sur,Master’s degree,1-3 years,Python,250-999 employees,5-9,
2022,22-24,Woman,India,Asia,Master’s degree,1-3 years,SQL,250-999 employees,5-9,
2023,45-49,Woman,India,Asia,Doctoral degree,20+ years,R,,,
2024,25-29,Man,China,Asia,Bachelor’s degree,3-5 years,Python,0-49 employees,0,
2025,22-24,Man,India,Asia,Master’s degree,I have never written code,,"10,000 or more employees",20+,
2026,25-29,Woman,India,Asia,Master’s degree,5-10 years,Python,"10,000 or more employees",3-4, Tableau
2027,35-39,Man,Germany,Europa,Doctoral degree,1-3 years,R,0-49 employees,0,
2028,25-29,Man,India,Asia,Some college/university study without earning a bachelor’s degree,< 1 years,R,50-249 employees,5-9, Tableau
2029,22-24,Woman,Russia,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,5-9,
2030,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,R,250-999 employees,3-4, Tableau
2031,25-29,Woman,South Korea,Asia,I prefer not to answer,1-3 years,Python,0-49 employees,1-2, Other
2032,25-29,Man,United States of America,América del Norte,Bachelor’s degree,< 1 years,Python,,,
2033,30-34,Man,Nigeria,África,Bachelor’s degree,< 1 years,SQL,0-49 employees,5-9, Microsoft Power BI
2033,30-34,Man,Nigeria,África,Bachelor’s degree,< 1 years,SQL,0-49 employees,5-9, Salesforce
2034,22-24,Man,India,Asia,Bachelor’s degree,1-3 years,Python,,,
2035,25-29,Man,Italy,Europa,Master’s degree,3-5 years,Python,250-999 employees,0, Salesforce
2036,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,SQL,0-49 employees,10-14,
2037,40-44,Man,Brazil,América del Sur,Master’s degree,< 1 years,Python,"10,000 or more employees",20+,
2038,40-44,Man,Egypt,África,Bachelor’s degree,I have never written code,,0-49 employees,1-2,
2039,18-21,Man,Ukraine,Europa,I prefer not to answer,1-3 years,Python,0-49 employees,1-2,
2040,25-29,Woman,Nigeria,África,Bachelor’s degree,1-3 years,Python,50-249 employees,10-14, Microsoft Power BI
2041,25-29,Woman,United States of America,América del Norte,Doctoral degree,5-10 years,Python,"1000-9,999 employees",20+, None
2042,25-29,Man,Other,,Bachelor’s degree,< 1 years,Python,50-249 employees,5-9,
2043,30-34,Man,Japan,Asia,Bachelor’s degree,1-3 years,Python,"1000-9,999 employees",20+, Tableau
2043,30-34,Man,Japan,Asia,Bachelor’s degree,1-3 years,Python,"1000-9,999 employees",20+, Microsoft Azure Synapse 
2044,22-24,Man,India,Asia,Master’s degree,1-3 years,Python,"10,000 or more employees",20+, SAP Analytics Cloud 
2045,22-24,Man,Nigeria,África,Bachelor’s degree,< 1 years,SQL,50-249 employees,1-2,
2046,25-29,Woman,Indonesia,Asia,Master’s degree,1-3 years,R,0-49 employees,0,
2047,35-39,Man,France,Europa,Master’s degree,3-5 years,Python,0-49 employees,0,
2048,45-49,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Master’s degree,20+ years,Python,"1000-9,999 employees",5-9, None
2049,18-21,Woman,China,Asia,Master’s degree,1-3 years,C,0-49 employees,3-4, Microsoft Power BI
2049,18-21,Woman,China,Asia,Master’s degree,1-3 years,C,0-49 employees,3-4, Tableau
2050,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,Python,0-49 employees,0,
2051,50-54,Man,Japan,Asia,Bachelor’s degree,1-3 years,Python,50-249 employees,0, Microsoft Power BI
2052,25-29,Woman,Spain,Europa,Bachelor’s degree,< 1 years,SQL,50-249 employees,1-2,
2053,25-29,Woman,India,Asia,Bachelor’s degree,3-5 years,Python,"10,000 or more employees",20+,
2054,25-29,Man,Russia,Asia,Bachelor’s degree,3-5 years,Python,"10,000 or more employees",20+, Tableau
2055,22-24,Woman,Ukraine,Europa,Master’s degree,3-5 years,Python,0-49 employees,1-2, None
2056,35-39,Woman,United States of America,América del Norte,Master’s degree,5-10 years,Python,250-999 employees,3-4, Tableau
2057,25-29,Man,China,Asia,Master’s degree,3-5 years,Python,"1000-9,999 employees",20+, Tableau
2058,25-29,Woman,United States of America,América del Norte,Master’s degree,1-3 years,R,0-49 employees,1-2, Microsoft Power BI
2058,25-29,Woman,United States of America,América del Norte,Master’s degree,1-3 years,R,0-49 employees,1-2, Looker
2058,25-29,Woman,United States of America,América del Norte,Master’s degree,1-3 years,R,0-49 employees,1-2, Tableau
2059,25-29,Man,India,Asia,Bachelor’s degree,< 1 years,Python,0-49 employees,3-4, Microsoft Power BI
2059,25-29,Man,India,Asia,Bachelor’s degree,< 1 years,Python,0-49 employees,3-4, Tableau
2060,30-34,Man,Ghana,África,Bachelor’s degree,1-3 years,Python,50-249 employees,1-2, Tableau
2061,22-24,Man,Nigeria,África,Bachelor’s degree,< 1 years,Python,"1000-9,999 employees",10-14,
2062,45-49,Man,Saudi Arabia,Asia,Bachelor’s degree,10-20 years,Python,250-999 employees,3-4, Tableau
2063,35-39,Woman,Russia,Asia,Bachelor’s degree,< 1 years,SQL,"1000-9,999 employees",20+,
2064,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",20+, Tableau
2065,22-24,Man,India,Asia,Master’s degree,< 1 years,SQL,0-49 employees,5-9,
2066,22-24,Man,Other,,Bachelor’s degree,1-3 years,Python,250-999 employees,20+,
2067,25-29,Man,Kenya,África,Bachelor’s degree,< 1 years,Python,,,
2068,30-34,Man,India,Asia,Bachelor’s degree,10-20 years,Python,"10,000 or more employees",20+, Looker
2069,22-24,Man,China,Asia,Bachelor’s degree,1-3 years,Python,50-249 employees,20+, Microsoft Power BI
2070,55-59,Woman,United States of America,América del Norte,Master’s degree,20+ years,SQL,"10,000 or more employees",15-19, None
2071,35-39,Man,Egypt,África,I prefer not to answer,1-3 years,Python,0-49 employees,1-2, Microsoft Power BI
2071,35-39,Man,Egypt,África,I prefer not to answer,1-3 years,Python,0-49 employees,1-2, Tableau
2072,25-29,Man,Other,,Master’s degree,< 1 years,Python,0-49 employees,5-9, None
2073,18-21,Man,India,Asia,Master’s degree,1-3 years,Python,,,
2074,35-39,Man,India,Asia,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",5-9, Microsoft Power BI
2074,35-39,Man,India,Asia,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",5-9, Tableau
2075,30-34,Woman,Israel,Asia,Bachelor’s degree,1-3 years,Python,50-249 employees,3-4,
2076,22-24,Man,Ghana,África,No formal education past high school,I have never written code,,0-49 employees,0,
2077,30-34,Man,South Korea,Asia,Doctoral degree,< 1 years,Julia,0-49 employees,1-2, Tableau CRM
2078,55-59,Man,South Korea,Asia,Some college/university study without earning a bachelor’s degree,< 1 years,Python,0-49 employees,3-4, None
2079,30-34,Man,India,Asia,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",10-14, Tableau
2080,40-44,Woman,Japan,Asia,Bachelor’s degree,10-20 years,SQL,0-49 employees,1-2, Google Data Studio
2080,40-44,Woman,Japan,Asia,Bachelor’s degree,10-20 years,SQL,0-49 employees,1-2, Tableau
2081,22-24,Woman,France,Europa,Master’s degree,< 1 years,Python,0-49 employees,0,
2082,30-34,Man,Singapore,Asia,Master’s degree,3-5 years,Python,,,
2083,35-39,Man,Mexico,América del Sur,Master’s degree,I have never written code,,0-49 employees,1-2,
2084,25-29,Man,India,Asia,I prefer not to answer,< 1 years,SQL,50-249 employees,10-14, Microsoft Power BI
2084,25-29,Man,India,Asia,I prefer not to answer,< 1 years,SQL,50-249 employees,10-14, Tableau
