,age,gender,q3,continente,q4,q6,q9,q21,q22
1826,22-24,Man,Pakistan,Asia,Bachelor’s degree,1-3 years,Jupyter-JupyterLab-JupyterNotebooks ,0-49 employees,0
1826,22-24,Man,Pakistan,Asia,Bachelor’s degree,1-3 years,Visual Studio ,0-49 employees,0
1827,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,Visual Studio Code (VSCode) ,0-49 employees,
1827,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,PyCharm ,0-49 employees,
1827,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,Jupyter Notebook,0-49 employees,
1828,35-39,Man,India,Asia,Master’s degree,5-10 years,RStudio ,"10,000 or more employees",20+
1828,35-39,Man,India,Asia,Master’s degree,5-10 years,Jupyter Notebook,"10,000 or more employees",20+
1829,40-44,Prefer not to say,I do not wish to disclose my location,NS/NC,I prefer not to answer,10-20 years,Jupyter Notebook,50-249 employees,20+
1830,30-34,Man,India,Asia,Bachelor’s degree,1-3 years,Jupyter Notebook,"10,000 or more employees",1-2
1831,30-34,Man,China,Asia,Master’s degree,1-3 years,Visual Studio Code (VSCode) ,0-49 employees,1-2
1831,30-34,Man,China,Asia,Master’s degree,1-3 years, Notepad++,0-49 employees,1-2
1831,30-34,Man,China,Asia,Master’s degree,1-3 years,Jupyter Notebook,0-49 employees,1-2
1832,25-29,Woman,Philippines,Asia,Master’s degree,3-5 years,Jupyter-JupyterLab-JupyterNotebooks ,250-999 employees,20+
1832,25-29,Woman,Philippines,Asia,Master’s degree,3-5 years,Visual Studio Code (VSCode) ,250-999 employees,20+
1832,25-29,Woman,Philippines,Asia,Master’s degree,3-5 years,Jupyter Notebook,250-999 employees,20+
1833,45-49,Man,United States of America,América del Norte,Master’s degree,20+ years,Visual Studio ,"10,000 or more employees",10-14
1833,45-49,Man,United States of America,América del Norte,Master’s degree,20+ years, Notepad++,"10,000 or more employees",10-14
1833,45-49,Man,United States of America,América del Norte,Master’s degree,20+ years,Jupyter Notebook,"10,000 or more employees",10-14
1834,30-34,Woman,Other,,Master’s degree,1-3 years,Visual Studio ,0-49 employees,0
1835,25-29,Man,United States of America,América del Norte,Master’s degree,1-3 years,Jupyter-JupyterLab-JupyterNotebooks ,250-999 employees,1-2
1835,25-29,Man,United States of America,América del Norte,Master’s degree,1-3 years,Jupyter Notebook,250-999 employees,1-2
1836,25-29,Man,Japan,Asia,Master’s degree,1-3 years,PyCharm ,50-249 employees,3-4
1837,60-69,Man,United States of America,América del Norte,Some college/university study without earning a bachelor’s degree,20+ years,RStudio ,"10,000 or more employees",20+
1837,60-69,Man,United States of America,América del Norte,Some college/university study without earning a bachelor’s degree,20+ years,Visual Studio ,"10,000 or more employees",20+
1837,60-69,Man,United States of America,América del Norte,Some college/university study without earning a bachelor’s degree,20+ years, Spyder,"10,000 or more employees",20+
1837,60-69,Man,United States of America,América del Norte,Some college/university study without earning a bachelor’s degree,20+ years,Jupyter Notebook,"10,000 or more employees",20+
1838,35-39,Man,Nigeria,África,Master’s degree,3-5 years,Jupyter-JupyterLab-JupyterNotebooks ,0-49 employees,3-4
1838,35-39,Man,Nigeria,África,Master’s degree,3-5 years,PyCharm ,0-49 employees,3-4
1839,22-24,Man,Pakistan,Asia,I prefer not to answer,3-5 years,Jupyter-JupyterLab-JupyterNotebooks ,50-249 employees,3-4
1839,22-24,Man,Pakistan,Asia,I prefer not to answer,3-5 years,Visual Studio Code (VSCode) ,50-249 employees,3-4
1839,22-24,Man,Pakistan,Asia,I prefer not to answer,3-5 years,Jupyter Notebook,50-249 employees,3-4
1840,22-24,Man,India,Asia,Master’s degree,5-10 years, Spyder,"10,000 or more employees",3-4
1840,22-24,Man,India,Asia,Master’s degree,5-10 years, Sublime Text,"10,000 or more employees",3-4
1840,22-24,Man,India,Asia,Master’s degree,5-10 years,Jupyter Notebook,"10,000 or more employees",3-4
1841,25-29,Man,India,Asia,Master’s degree,1-3 years,PyCharm ,"1000-9,999 employees",5-9
1841,25-29,Man,India,Asia,Master’s degree,1-3 years, Spyder,"1000-9,999 employees",5-9
1841,25-29,Man,India,Asia,Master’s degree,1-3 years,Jupyter Notebook,"1000-9,999 employees",5-9
1842,50-54,Woman,United States of America,América del Norte,Bachelor’s degree,20+ years, None,250-999 employees,1-2
1843,25-29,Man,India,Asia,Bachelor’s degree,< 1 years,Visual Studio Code (VSCode) ,0-49 employees,5-9
1843,25-29,Man,India,Asia,Bachelor’s degree,< 1 years,Jupyter Notebook,0-49 employees,5-9
1844,35-39,Man,Nigeria,África,Bachelor’s degree,1-3 years,PyCharm ,250-999 employees,15-19
1845,25-29,Man,Viet Nam,Asia,Master’s degree,3-5 years,Visual Studio ,"1000-9,999 employees",20+
1846,25-29,Man,United States of America,América del Norte,Master’s degree,3-5 years,Jupyter-JupyterLab-JupyterNotebooks ,"1000-9,999 employees",20+
1846,25-29,Man,United States of America,América del Norte,Master’s degree,3-5 years,RStudio ,"1000-9,999 employees",20+
1846,25-29,Man,United States of America,América del Norte,Master’s degree,3-5 years,PyCharm ,"1000-9,999 employees",20+
1846,25-29,Man,United States of America,América del Norte,Master’s degree,3-5 years, Sublime Text,"1000-9,999 employees",20+
1846,25-29,Man,United States of America,América del Norte,Master’s degree,3-5 years, Vim / Emacs,"1000-9,999 employees",20+
1846,25-29,Man,United States of America,América del Norte,Master’s degree,3-5 years,Jupyter Notebook,"1000-9,999 employees",20+
1847,22-24,Man,India,Asia,Bachelor’s degree,1-3 years,Jupyter-JupyterLab-JupyterNotebooks ,50-249 employees,3-4
1847,22-24,Man,India,Asia,Bachelor’s degree,1-3 years,Visual Studio Code (VSCode) ,50-249 employees,3-4
1847,22-24,Man,India,Asia,Bachelor’s degree,1-3 years,PyCharm ,50-249 employees,3-4
1847,22-24,Man,India,Asia,Bachelor’s degree,1-3 years, Spyder,50-249 employees,3-4
1847,22-24,Man,India,Asia,Bachelor’s degree,1-3 years,MATLAB ,50-249 employees,3-4
1847,22-24,Man,India,Asia,Bachelor’s degree,1-3 years,Jupyter Notebook,50-249 employees,3-4
1848,30-34,Man,Nigeria,África,Professional doctorate,< 1 years,Jupyter-JupyterLab-JupyterNotebooks ,0-49 employees,3-4
1848,30-34,Man,Nigeria,África,Professional doctorate,< 1 years, Notepad++,0-49 employees,3-4
1849,22-24,Woman,India,Asia,Master’s degree,1-3 years,Visual Studio Code (VSCode) ,,
1849,22-24,Woman,India,Asia,Master’s degree,1-3 years, Sublime Text,,
1849,22-24,Woman,India,Asia,Master’s degree,1-3 years,Jupyter Notebook,,
1850,22-24,Man,Ukraine,Europa,Master’s degree,1-3 years,Jupyter-JupyterLab-JupyterNotebooks ,"10,000 or more employees",0
1850,22-24,Man,Ukraine,Europa,Master’s degree,1-3 years,Visual Studio Code (VSCode) ,"10,000 or more employees",0
1850,22-24,Man,Ukraine,Europa,Master’s degree,1-3 years,Jupyter Notebook,"10,000 or more employees",0
1851,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Bachelor’s degree,10-20 years,RStudio ,0-49 employees,5-9
1851,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Bachelor’s degree,10-20 years,Jupyter Notebook,0-49 employees,5-9
1851,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Bachelor’s degree,10-20 years, Other,0-49 employees,5-9
1852,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,Visual Studio ,,
1852,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,Visual Studio Code (VSCode) ,,
1853,30-34,Man,Chile,América del Sur,Bachelor’s degree,1-3 years,PyCharm ,"1000-9,999 employees",1-2
1854,50-54,Man,Spain,Europa,Master’s degree,20+ years,Jupyter Notebook,"1000-9,999 employees",5-9
1855,22-24,Man,United States of America,América del Norte,Master’s degree,1-3 years,RStudio ,"1000-9,999 employees",10-14
1855,22-24,Man,United States of America,América del Norte,Master’s degree,1-3 years,Visual Studio Code (VSCode) ,"1000-9,999 employees",10-14
1855,22-24,Man,United States of America,América del Norte,Master’s degree,1-3 years, Spyder,"1000-9,999 employees",10-14
1855,22-24,Man,United States of America,América del Norte,Master’s degree,1-3 years,Jupyter Notebook,"1000-9,999 employees",10-14
1856,18-21,Man,Egypt,África,Bachelor’s degree,1-3 years,Jupyter-JupyterLab-JupyterNotebooks ,0-49 employees,0
1856,18-21,Man,Egypt,África,Bachelor’s degree,1-3 years, Spyder,0-49 employees,0
1856,18-21,Man,Egypt,África,Bachelor’s degree,1-3 years,Jupyter Notebook,0-49 employees,0
1857,25-29,Man,"Iran, Islamic Republic of...",Asia,Master’s degree,< 1 years, Spyder,50-249 employees,0
1857,25-29,Man,"Iran, Islamic Republic of...",Asia,Master’s degree,< 1 years,Jupyter Notebook,50-249 employees,0
1858,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,Visual Studio Code (VSCode) ,50-249 employees,1-2
1858,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,PyCharm ,50-249 employees,1-2
1858,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,Jupyter Notebook,50-249 employees,1-2
1859,50-54,Woman,United States of America,América del Norte,Master’s degree,I have never written code,,"1000-9,999 employees",20+
1860,45-49,Man,United States of America,América del Norte,Master’s degree,20+ years,Jupyter Notebook,0-49 employees,1-2
1861,30-34,Man,Germany,Europa,Doctoral degree,10-20 years,Jupyter-JupyterLab-JupyterNotebooks ,"1000-9,999 employees",10-14
1861,30-34,Man,Germany,Europa,Doctoral degree,10-20 years,Visual Studio Code (VSCode) ,"1000-9,999 employees",10-14
1861,30-34,Man,Germany,Europa,Doctoral degree,10-20 years, Vim / Emacs,"1000-9,999 employees",10-14
1861,30-34,Man,Germany,Europa,Doctoral degree,10-20 years,Jupyter Notebook,"1000-9,999 employees",10-14
1862,40-44,Man,Russia,Asia,Master’s degree,< 1 years,Jupyter Notebook,"1000-9,999 employees",20+
1863,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,RStudio ,250-999 employees,0
1863,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,PyCharm ,250-999 employees,0
1863,18-21,Man,India,Asia,Bachelor’s degree,1-3 years, Spyder,250-999 employees,0
1863,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,Jupyter Notebook,250-999 employees,0
1864,40-44,Woman,South Africa,África,Professional doctorate,5-10 years,RStudio ,"10,000 or more employees",20+
1865,45-49,Man,Nigeria,África,Bachelor’s degree,< 1 years, None,50-249 employees,0
1866,30-34,Woman,Brazil,América del Sur,Master’s degree,1-3 years,Visual Studio Code (VSCode) ,"1000-9,999 employees",20+
1866,30-34,Woman,Brazil,América del Sur,Master’s degree,1-3 years,Jupyter Notebook,"1000-9,999 employees",20+
1867,22-24,Man,Egypt,África,Bachelor’s degree,3-5 years,Visual Studio Code (VSCode) ,0-49 employees,0
1867,22-24,Man,Egypt,África,Bachelor’s degree,3-5 years,Jupyter Notebook,0-49 employees,0
1868,22-24,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Master’s degree,1-3 years, Other,0-49 employees,3-4
1869,18-21,Man,China,Asia,Bachelor’s degree,1-3 years,Jupyter-JupyterLab-JupyterNotebooks ,0-49 employees,5-9
1869,18-21,Man,China,Asia,Bachelor’s degree,1-3 years,PyCharm ,0-49 employees,5-9
1870,40-44,Man,Indonesia,Asia,Master’s degree,1-3 years,Jupyter-JupyterLab-JupyterNotebooks ,"1000-9,999 employees",5-9
1870,40-44,Man,Indonesia,Asia,Master’s degree,1-3 years,RStudio ,"1000-9,999 employees",5-9
1870,40-44,Man,Indonesia,Asia,Master’s degree,1-3 years,Visual Studio ,"1000-9,999 employees",5-9
1870,40-44,Man,Indonesia,Asia,Master’s degree,1-3 years,PyCharm ,"1000-9,999 employees",5-9
1870,40-44,Man,Indonesia,Asia,Master’s degree,1-3 years, Spyder,"1000-9,999 employees",5-9
1870,40-44,Man,Indonesia,Asia,Master’s degree,1-3 years,Jupyter Notebook,"1000-9,999 employees",5-9
1871,22-24,Man,India,Asia,Bachelor’s degree,< 1 years,PyCharm ,"1000-9,999 employees",20+
1871,22-24,Man,India,Asia,Bachelor’s degree,< 1 years,Jupyter Notebook,"1000-9,999 employees",20+
1872,18-21,Woman,India,Asia,Bachelor’s degree,1-3 years,Visual Studio Code (VSCode) ,"10,000 or more employees",20+
1872,18-21,Woman,India,Asia,Bachelor’s degree,1-3 years, Spyder,"10,000 or more employees",20+
1872,18-21,Woman,India,Asia,Bachelor’s degree,1-3 years,Jupyter Notebook,"10,000 or more employees",20+
1873,25-29,Man,India,Asia,I prefer not to answer,10-20 years,Jupyter-JupyterLab-JupyterNotebooks ,50-249 employees,1-2
1873,25-29,Man,India,Asia,I prefer not to answer,10-20 years,RStudio ,50-249 employees,1-2
1873,25-29,Man,India,Asia,I prefer not to answer,10-20 years, Spyder,50-249 employees,1-2
1873,25-29,Man,India,Asia,I prefer not to answer,10-20 years,Jupyter Notebook,50-249 employees,1-2
1874,18-21,Man,Egypt,África,Bachelor’s degree,1-3 years,Jupyter-JupyterLab-JupyterNotebooks ,,
1874,18-21,Man,Egypt,África,Bachelor’s degree,1-3 years,Visual Studio Code (VSCode) ,,
1874,18-21,Man,Egypt,África,Bachelor’s degree,1-3 years, Spyder,,
1874,18-21,Man,Egypt,África,Bachelor’s degree,1-3 years,Jupyter Notebook,,
1875,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,Visual Studio Code (VSCode) ,0-49 employees,5-9
1875,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,Jupyter Notebook,0-49 employees,5-9
1876,22-24,Woman,India,Asia,Bachelor’s degree,< 1 years,Visual Studio ,,
1876,22-24,Woman,India,Asia,Bachelor’s degree,< 1 years, Notepad++,,
1876,22-24,Woman,India,Asia,Bachelor’s degree,< 1 years,MATLAB ,,
1876,22-24,Woman,India,Asia,Bachelor’s degree,< 1 years,Jupyter Notebook,,
1877,25-29,Woman,Other,,Master’s degree,1-3 years,Jupyter-JupyterLab-JupyterNotebooks ,"1000-9,999 employees",1-2
1877,25-29,Woman,Other,,Master’s degree,1-3 years,Jupyter Notebook,"1000-9,999 employees",1-2
1878,25-29,Woman,Indonesia,Asia,Bachelor’s degree,1-3 years,Visual Studio Code (VSCode) ,0-49 employees,1-2
1878,25-29,Woman,Indonesia,Asia,Bachelor’s degree,1-3 years,Jupyter Notebook,0-49 employees,1-2
1879,22-24,Man,China,Asia,Master’s degree,1-3 years,Visual Studio Code (VSCode) ,"10,000 or more employees",20+
1880,30-34,Man,Japan,Asia,No formal education past high school,< 1 years,Jupyter Notebook,0-49 employees,1-2
1881,40-44,Man,Mexico,América del Sur,Doctoral degree,3-5 years,RStudio ,,
1881,40-44,Man,Mexico,América del Sur,Doctoral degree,3-5 years,MATLAB ,,
1881,40-44,Man,Mexico,América del Sur,Doctoral degree,3-5 years,Jupyter Notebook,,
1882,25-29,Man,United States of America,América del Norte,Master’s degree,3-5 years,RStudio ,"10,000 or more employees",20+
1882,25-29,Man,United States of America,América del Norte,Master’s degree,3-5 years,PyCharm ,"10,000 or more employees",20+
1882,25-29,Man,United States of America,América del Norte,Master’s degree,3-5 years,Jupyter Notebook,"10,000 or more employees",20+
1883,22-24,Woman,India,Asia,Master’s degree,1-3 years,RStudio ,0-49 employees,0
1884,22-24,Woman,India,Asia,Bachelor’s degree,5-10 years,Visual Studio ,"10,000 or more employees",10-14
1884,22-24,Woman,India,Asia,Bachelor’s degree,5-10 years,Jupyter Notebook,"10,000 or more employees",10-14
1885,45-49,Woman,Spain,Europa,Master’s degree,< 1 years,Visual Studio Code (VSCode) ,0-49 employees,1-2
1885,45-49,Woman,Spain,Europa,Master’s degree,< 1 years,Jupyter Notebook,0-49 employees,1-2
1886,18-21,Man,India,Asia,Bachelor’s degree,< 1 years, Spyder,0-49 employees,0
1887,25-29,Man,Egypt,África,Some college/university study without earning a bachelor’s degree,< 1 years,Jupyter-JupyterLab-JupyterNotebooks ,0-49 employees,0
1887,25-29,Man,Egypt,África,Some college/university study without earning a bachelor’s degree,< 1 years,Jupyter Notebook,0-49 employees,0
1888,18-21,Man,India,Asia,Bachelor’s degree,3-5 years,RStudio ,0-49 employees,3-4
1888,18-21,Man,India,Asia,Bachelor’s degree,3-5 years,Visual Studio Code (VSCode) ,0-49 employees,3-4
1888,18-21,Man,India,Asia,Bachelor’s degree,3-5 years, Other,0-49 employees,3-4
1889,22-24,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Master’s degree,< 1 years,Jupyter Notebook,"1000-9,999 employees",20+
1889,22-24,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Master’s degree,< 1 years, Other,"1000-9,999 employees",20+
1890,30-34,Man,China,Asia,Bachelor’s degree,5-10 years,PyCharm ,250-999 employees,10-14
1891,22-24,Woman,Kenya,África,Some college/university study without earning a bachelor’s degree,< 1 years,RStudio ,,
1892,30-34,Man,India,Asia,Master’s degree,3-5 years,Visual Studio ,"10,000 or more employees",3-4
1892,30-34,Man,India,Asia,Master’s degree,3-5 years,Visual Studio Code (VSCode) ,"10,000 or more employees",3-4
1892,30-34,Man,India,Asia,Master’s degree,3-5 years,PyCharm ,"10,000 or more employees",3-4
1892,30-34,Man,India,Asia,Master’s degree,3-5 years, Spyder,"10,000 or more employees",3-4
1892,30-34,Man,India,Asia,Master’s degree,3-5 years, Notepad++,"10,000 or more employees",3-4
1892,30-34,Man,India,Asia,Master’s degree,3-5 years,Jupyter Notebook,"10,000 or more employees",3-4
1893,25-29,Woman,India,Asia,Master’s degree,< 1 years,Jupyter Notebook,0-49 employees,3-4
1894,25-29,Man,China,Asia,Master’s degree,< 1 years,PyCharm ,"10,000 or more employees",5-9
1895,22-24,Man,Philippines,Asia,Bachelor’s degree,3-5 years, Notepad++,50-249 employees,5-9
1895,22-24,Man,Philippines,Asia,Bachelor’s degree,3-5 years,Jupyter Notebook,50-249 employees,5-9
1896,35-39,Man,India,Asia,Master’s degree,I have never written code,,"10,000 or more employees",3-4
1897,35-39,Man,Italy,Europa,Master’s degree,1-3 years,Jupyter-JupyterLab-JupyterNotebooks ,"1000-9,999 employees",20+
1897,35-39,Man,Italy,Europa,Master’s degree,1-3 years,RStudio ,"1000-9,999 employees",20+
1897,35-39,Man,Italy,Europa,Master’s degree,1-3 years,PyCharm ,"1000-9,999 employees",20+
1897,35-39,Man,Italy,Europa,Master’s degree,1-3 years,Jupyter Notebook,"1000-9,999 employees",20+
1898,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,Visual Studio Code (VSCode) ,,
1898,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,PyCharm ,,
1898,25-29,Man,India,Asia,Bachelor’s degree,1-3 years, Sublime Text,,
1898,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,Jupyter Notebook,,
1899,30-34,Woman,India,Asia,Bachelor’s degree,1-3 years,Jupyter-JupyterLab-JupyterNotebooks ,"1000-9,999 employees",20+
1899,30-34,Woman,India,Asia,Bachelor’s degree,1-3 years, Notepad++,"1000-9,999 employees",20+
1900,30-34,Man,Thailand,Asia,Master’s degree,1-3 years,Visual Studio Code (VSCode) ,"1000-9,999 employees",20+
1901,22-24,Man,Colombia,América del Sur,Bachelor’s degree,1-3 years,Visual Studio Code (VSCode) ,"10,000 or more employees",20+
